24,ペインクリニック内科,総合診療,,小児呼吸器内科,,,内科胃腸科,乳腺・肛門科,心臓病内科,,感染症泌尿器科,胆のう内科,腎臓・人工透析内科,内分泌・代謝科,,糖尿代謝内科,腎臓内分泌代謝内科,,,,内科（心療）,胃・大腸・肛門外科,,,,耳鼻咽喉科・頭頸部外科,,消化器・乳腺外科,消外肛門外科,,呼吸器・血管外科,,泌尿器科（性感染症）,,,外科（肛門・乳腺）,乳腺・消化器外科,,,小児科（アレルギー科）,薬物療法リウマチ科,整形外科・リウマチ科,疼痛緩和内科（ペインクリニック）,,女性皮膚科,,,,矯正外科,,小児アレルギー科,,,漢方産婦人科,精神科・心療内科,,漢方脳外科,,,,,,疼痛緩和内科（ペインクリニック）,,
25,胃腸内科,医療科,,内科（消化器・循環器・呼吸器）,,,消化器内科（胃腸・内視鏡内科）,胃腸科肛門科,内科（内分泌・消化器・胃腸・呼吸器・循環器）,,泌尿器科（性感染症）,内科（消化器・循環器・肝臓・糖尿病）,腎臓内科（人工透析内科）,糖尿病・代謝内分泌科,,糖尿病代謝内分泌科,糖尿病代謝・内分泌内科,,,,,腎臓移植外科,,,,頭頚外科,,消化器外科(胃・大腸),外科（肛門科）,,透析血管外科,,腎臓泌尿器科,,,乳腺･内分泌外科,外科（消化器・乳腺・肛門）,,,アレレギー科,整形外科・リウマチ科,,首肩背中のこり痛みなど,,美皮漢方内科,,,,歯科小児,,小児内分泌科,,,婦人科（生殖）,神経科・精神科,,神内漢方内科,,,,,,緩和ケア・精神科,,
26,乳腺・内分泌内科,全科,,呼内老年内科,,,消化器内視鏡内科,大腸,循環器女性内科,,腎臓泌尿器科,内科（肝臓・胃腸・消化器・呼吸器）,腎臓内科(人工透析),内分泌代謝科,,糖尿病・代謝内分泌科,代謝内分泌内科,,,,,頭頸部外科,,,,外科（頭頸部）,,胃食道外科,消化器・胃腸・大腸外科,,循環器外科（心臓血管外科）,,腫瘍泌尿器科,,,内分泌・乳腺外科,外科（乳腺・肛門）,,,内科（消化器・アレルギー疾患・感染症）,リウマチ科・内科,,ペインクリニック・緩和ケア内科,,外科（皮膚外来）,,,,歯科矯正,,小児内分泌・代謝内科,,,不妊治療婦人科,児童・思春期精神科,,美皮漢方内科,,,,,,緩和ケア・腫瘍精神科,,
27,心臓内科,訪問診療,,呼吸器・感染症内科,,,胃腸科内科,大腸肛門科,内科（呼吸器・循環器）,,腫瘍泌尿器科,肝臓科,腎臓内分泌代謝内科,腎臓内分泌代謝内科,,内科（糖尿病・循環器科・呼吸器・消化器）,代謝糖尿病内科,,,,,気管食道外科,,,,,,食道胃腸外科,肛門科・肛門外科,,小児心臓外科,,泌尿器科（不妊症）,,,外科放射線科乳腺外科,,,,免疫・アレルギー内科,,,内科(ペインクリニック),,皮ふ科,,,,インプラント,,小児感染症内科,,,男性不妊治療外科,老人精神科,,漢方・心療内科,,,,,,緩和内科,,
28,腎臓内科（人工透析）,,,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,,,消化器科（胃腸科）,内科肛門科,内科（消化器・循環器・呼吸器）,,泌尿器内科,肝臓・胆のう・膵臓科,腎臓透析内科,糖尿病代謝・内分泌内科,,糖尿病代謝・内分泌内科,糖尿病代謝内分泌内科,,,,,腫瘍整形外科,,,,,,消化器乳腺外科,外科（肛門・乳腺）,,呼吸器・心臓血管外科,,泌尿器科（生）,,,乳腺・頭頸部外科,,,,アレルギー疾患科,,,,,皮膚・泌尿器科,,,,審美歯科,,小児腎臓内科,,,不妊治療内科,思春期・児童精神科,,内科（漢方専門）,,,,,,ペインクリニック・緩和ケア内科,,
29,糖尿病代謝内科,,,内科（呼吸器・循環器・消化器・肝臓）,,,消化器内（内視鏡）,消化器科・肛門科,心臓･循環器内科,,泌尿器科（不妊症）,,腎臓内分泌内科,代謝内分泌内科,,代謝糖尿病内科,糖尿病脂質代謝内科,,,,,肝臓外科,,,,,,大腸内視鏡外科,大腸･肛門外科,,脳神径外科,,外科（泌尿器外来）,,,乳腺・肛門科,,,,リウマチ・膠原病・アレルギー科,,,,,美容皮フ科,,,,小児しか矯正歯科,,小児秘尿器科,,,婦人科（性感染症）,リエゾン科（精神科）,,漢方リウマチ科,,,,,,がん・疼痛緩和内科,,
30,肝臓内科,,,呼吸器科・呼吸器内科,,,肝臓・消化器内科,消化器内科（胃・大腸内視鏡）,内科（ペインクリニック・循環器）,,泌尿器科（生）,,内科(人工透析),糖尿病代謝内分泌内科,,糖尿病代謝内分泌内科,内分泌･代謝内科,,,,,外科（消化器）,,,,,,胃腸外科（内視鏡）,胃腸・肛門外科,,心血管外科,,泌尿器科整形外科,,,外科（乳腺・肛門・胃腸）,,,,アレルギー耳鼻咽喉科,,,,,皮膚･泌尿器科,,,,口腔歯科,,小児救急科,,,不妊治療外科,緩和ケア・精神科,,女性漢方内科,,,,,,,,
31,内科（消化器）,,,内科（呼・消・循・腎・血・内泌）,,,消・胃腸科,肛門科（マンモグラフィあり）,循内肝臓内科,,泌尿器科(人工透析）,,通院人工透析診療所,腎臓内分泌内科,,糖尿内分泌内科,放脂質代謝内科,,,,,大腸・肛門外科,,,,,,消化器胃腸科,内視鏡外科（胃腸・大腸）,,循環器外科(心臓･血管外科）,,泌尿器科(人工透析）,,,消化器・内分泌・小児外科,,,,アレルギー疾患リウマチ科,,,,,外科（皮膚）,,,,歯科口腔歯科,,小児腫瘍内科,,,腫瘍婦人科,緩和ケア・腫瘍精神科,,内科（漢方・ペインクリニック）,,,,,,,,
32,老年心療内科,,,呼吸器・腫瘍内科,,,大腸内視鏡科,消化器・肛門内科,循環器,,人工透析・泌尿器科,,循環器科（透析）,糖尿内分泌内科,,内分泌糖尿病内科,内科（循環器・糖尿病・代謝）,,,,,小児心臓血管外科,,,,,,消外大腸外科,胃腸・大腸・肛門外科,,末梢血管外科,,人工透析・泌尿器科,,,消化器・肛門・乳腺・血管外科,,,,アレルギー皮膚科,,,,,アレルギー皮膚科,,,,歯科疾患の全て,,腎臓小児科,,,婦人科（生殖医療・思春期・内分泌）,精神科・内科,,耳鼻咽喉科（小児・気管食道・漢方）,,,,,,,,
33,糖尿病・脂質代謝内科,,,内科（呼吸器）,,,大腸内視鏡,,循内感染症内科,,泌尿器科（不妊治療）,,内科（人工透析・腎臓）,内分泌糖尿病内科,,糖尿病脂質代謝内科,脂質・代謝内科,,,,,小児脳神経外科,,,,,,内視鏡消化器外科,外科（胃腸・大腸・肛門）,,神経外科,,泌尿器科（不妊治療）,,,乳腺・消化器外科,,,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,,,,,皮膚科性病科,,,,顎関節の不調和,,循環器小児科,,,産婦人科・産科,,,小児科（漢方）,,,,,,,,
34,血液腫瘍内科,,,循呼,,,膵臓・消化器内科,,内科（循環器科）,,婦人科（不妊治療・生殖医療）泌尿器科,,腎臓高血圧内科,乳腺科,,内科（消化器・糖尿病・循環器）,内分泌・代謝小児科,,,,,小児形成外科,,,,,,消外肛門外科,消化器・肛門外科,,脳神経外,,婦人科（不妊治療・生殖医療）泌尿器科,,,外科（消化器・乳腺・肛門）,,,,小児科アレルギー科,,,,,一般皮膚科,,,,噛み合わせ不良による頭痛,,小児科(新生児),,,不妊治療・女性内科,,,,,,,,,,,
35,小児神経内科,,,呼吸器・アレルギー疾患内科,,,内科（消化器・呼吸器・心療内科）,,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,,透析泌尿器科,,人工透析腎臓内科,内科（内分泌・消化器・胃腸・呼吸器・循環器）,,内科（循環器・糖尿病・代謝）,糖尿病・内分泌・代謝内科,,,,,胃腸外科,,,,,,乳腺・内分泌・消化器外科,こうもん科,,胸部・血管外科,,透析泌尿器科,,,外科（乳腺・肛門）,,,,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,,,,,皮膚科泌尿器科,,,,矯正口腔外科,,耳鼻いんこう科（気管食道・小児）,,,生殖医療外科,,,,,,,,,,,
36,新生児内科,,,内科（呼吸器内科）,,,大腸内視鏡内科,,内科（消化器・糖尿病・循環器）,,腎・泌尿器科（人工透析）,,腎臓泌尿器科,内分泌･代謝内科,,腎糖尿病内科,腎臓・代謝内科,,,,,外科（消化器・末梢血管・肛門・内分泌・老人）,,,,,,消火器外科,大腸・肛門科,,心臓血管外科（循環器外科）,,腎・泌尿器科（人工透析）,,,,,,,アレルギー疾患皮膚科,,,,,皮ふ泌尿器科,,,,インプラント科,,小児リハビリテーション科,,,精婦,,,,,,,,,,,
37,小児内分泌内科,,,呼吸器内科（内視鏡）,,,内科（内視鏡）,,内科（循環器・糖尿病・代謝）,,腎泌尿器科,,腎臓病,高内,,糖尿病・内分泌・代謝内科,内科(糖尿病･代謝),,,,,内視鏡外科（胆のう・胃腸科・大腸）,,,,,,消化器・胃腸・大腸外科,大腸・こう門外科,,消化器・肛門・乳腺・血管外科,,腎泌尿器科,,,,,,,呼吸器アレルギー内科,,,,,皮膚科科,,,,顎外,,漢方小児科,,,女性不妊症,,,,,,,,,,,
38,小児血液腫瘍内科,,,呼吸器緩和ケア内科,,,消化器・胃腸科,,内科（呼吸器・循環器・消化器・肝臓）,,泌尿器科（生殖医療）,,腎臓病,神内内分泌内科,,糖尿病内分泌腺内科,代謝（脂質代謝）内科,,,,,がん化学療法外科,,,,,,胃腸科（消化器科）,外科（腫瘍・肛門・血管）,,小児神経発達外来,,泌尿器科（生殖医療）,,,,,,,アレルギー（呼吸器）,,,,,皮膚外科,,,,小児・矯正歯科,,心療小児科,,,婦人科（生殖医療・不妊治療）,,,,,,,,,,,
39,小児循環器内科,,,内科（糖尿病・循環器・消化器・呼吸器）,,,内科（呼吸器・消化器）,,循環器科・循環器内科,,泌尿器科（腎臓）,,腎糖尿病内科,糖内内分泌内科,,腎内科・糖尿病・透析室,代謝・内分秘内科,,,,,消化器外科（内視鏡）,,,,,,胃腸下科,乳腺・肛門科,,人工透析血管外科,,泌尿器科（腎臓）,,,,,,,,,,,,アレルギー疾患皮膚科,,,,歯科矯正科,,小児漢方内科,,,婦人科（不妊治療・生殖医療）泌尿器科,,,,,,,,,,,
40,総合内科,,,内科（消化器・循環器・呼吸器・糖尿病）,,,食道・胃腸内科,,内科・循環器内科,,ひ尿器科（人工透析）,,腎臓・代謝内科,腎臓病,,糖尿病・内科,代謝･内分泌内科,,,,,美容外科,,,,,,外科（消化器内視鏡）,肛門外科・内科,,外科（心臓血管）,,ひ尿器科（人工透析）,,,,,,,,,,,,性病科皮膚科,,,,歯科（一般）,,小児呼吸器内科,,,婦人科(不妊治療）,,,,,,,,,,,
41,感染症内科,,,内科(呼吸器・消化器・循環器・糖尿病),,,内科（糖尿病・循環器科・呼吸器・消化器）,,内科（呼・消・循・腎・血・内泌）,,泌尿器科（ 人工透析 ）,,腎臓内科・人工透析内科,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,,糖尿病･内分泌内科,脂質代謝・血管内科,,,,,外科（人工透析）,,,,,,胃腸・肛門外科,外肛門外科,,,,泌尿器科（ 人工透析 ）,,,,,,,,,,,,皮膚・形成科,,,,,,小児リウマチ科,,,周産期内科,,,,,,,,,,,
42,肛門内科,,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,,,胃・大腸・消化器内科,,循器内科,,泌尿器科（人工透析・不妊治療）,,内科（血液透析）,婦人科（生殖医療・思春期・内分泌）,,内科(糖尿病･代謝),内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,,,,,大腸肛門乳腺外科,,,,,,消化器腫瘍外科,漢方内科肛門外科,,,,泌尿器科（人工透析・不妊治療）,,,,,,,,,,,,,,,,,,児童思春期外来,,,産婦人科（分娩は不可）,,,,,,,,,,,
43,内科（消化器・循環器・呼吸器・内分泌・代謝・糖尿病・胃腸・大腸内視鏡・老人・人工透析・漢方）,,,呼吸器科（呼吸器内科）,,,食道・胃腸・大腸内科（内視鏡）,,循呼,,泌尿器科(不妊治療),,腎内科・糖尿病・透析室,乳内外,,内科（糖尿病）,内科（糖尿病・内分泌・代謝）,,,,,外科（乳腺）,,,,,,内視鏡外科（胃腸・大腸）,外科（乳腺・肛門・胃腸）,,,,泌尿器科(不妊治療),,,,,,,,,,,,,,,,,,心療内科（小児）,,,産婦人科（産科・婦人科・不妊治療）,,,,,,,,,,,
44,心血管内科,,,呼吸器・消化器・腎臓内科,,,消化器肝臓内科,,内科（消化器・循環器）,,,,腎高血圧内科,内分泌・代謝小児科,,内科（膵臓・糖尿病）,内分泌・糖尿病・代謝内科,,,,,外科（肛門）,,,,,,消胃,肛門・大腸外科,,,,腎臓外科・泌尿器科,,,,,,,,,,,,,,,,,,呼吸器小児科,,,産科婦人科,,,,,,,,,,,
45,透析内科,,,呼吸器内科（呼吸器科）,,,消化器内科（胃腸・肛門・内視鏡）,,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,,,,腎臓・膠原病内科,糖尿病・内分泌・代謝内科,,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,脂質代謝・糖尿病内科,,,,,ペインクリニック整形外科,,,,,,胃腸・大腸・肛門外科,胃腸科肛門科,,,,,,,,,,,,,,,,,,,,,,内分泌・代謝小児科,,,漢産婦人科,,,,,,,,,,,
46,疼痛緩和内科,,,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,,,胃・大腸内視鏡内科,,内科（循環器・人工透析）,,,,内科（呼・消・循・腎・血・内泌）,糖尿病内分泌腺内科,,内科（糖尿病・内分泌・代謝）,循環器・脂質代謝内科,,,,,心臓外科,,,,,,外科（胃腸・大腸・肛門）,肛門科（肛門外科）,,,,,,,,,,,,,,,,,,,,,,小児･新生児科,,,産婦人科（不妊治療・内視鏡）,,,,,,,,,,,
47,内科（人工透析）,,,呼吸内科,,,内科（内分泌・消化器・胃腸・呼吸器・循環器）,,循環科,,,,小腎,甲状腺診療科,,糖尿・内分泌内科,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,,,,,心臓・血管外科,,,,,,消化器・肛門外科,消化器・肛門・乳腺・血管外科,,,,,,,,,,,,,,,,,,,,,,小腎,,,産婦人科(生殖治療),,,,,,,,,,,
48,内科（循環器）,,,内科（肝臓・胃腸・消化器・呼吸器）,,,消化器内視鏡科,,循環内科,,,,腎臓・透析内科,糖尿病･内分泌内科,,小児科（糖尿病科）,代謝内科・内分泌内科,,,,,口腔外科,,,,,,消火器科,大腸,,,,,,,,,,,,,,,,,,,,,,小児科（神経）,,,,,,,,,,,,,,
49,内科（呼吸器・消化器・心療）,,,呼吸器アレルギー内科,,,消化器胃腸科,,心臓血管内科（循環器）,,,,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,代謝･内分泌内科,,内科（糖尿病内科）,糖尿病・内分泌代謝内科,,,,,脳外科,,,,,,消化器科外科,大腸肛門科,,,,,,,,,,,,,,,,,,,,,,小児科（脳神経）,,,,,,,,,,,,,,
50,性感染症内科,,,呼吸器内科（化学療法）,,,消火器内科（内視鏡）,,内科（糖尿病・循環器・消化器・呼吸器）,,,,腎蔵内科,内高精,,糖尿内科,腎臓代謝内科,,,,,乳腺・肛門外科,,,,,,食道・胃腸外科,消化器科・肛門科,,,,,,,,,,,,,,,,,,,,,,内科（新生児）,,,,,,,,,,,,,,
51,脂質代謝内科,,,呼吸器(内)科,,,消化器・胃腸内科,,内科（消化器・循環器・呼吸器・糖尿病）,,,,内科（循環器・人工透析）,糖内分内科,,内分泌・糖尿病・代謝内科,小児内分泌・代謝科,,,,,一般外科,,,,,,消化器科（胃）,胃腸・大腸・胆のう・肛門外科,,,,,,,,,,,,,,,,,,,,,,小児科（循環器科・アレルギー科）,,,,,,,,,,,,,,
52,消化器内科（内視鏡）,,,内科（呼吸器科）,,,漢方消化器内科,,循環器・脂質代謝内科,,,,腎臓・高血圧内科,内科（内分泌・乳腺）,,生活習慣病・糖尿病,糖尿病･代謝・内分泌内科,,,,,ペインクリニック・肛門外科,,,,,,外科（乳腺・肛門・胃腸）,外科（消化器・乳腺・肛門）,,,,,,,,,,,,,,,,,,,,,,内分泌小児科,,,,,,,,,,,,,,
53,内科（循環器・消化器・呼吸器）,,,,,,内科（消化器・循環器・呼吸器）,,内科(呼吸器・消化器・循環器・糖尿病),,,,腎・泌尿器科（人工透析）,内分秘内科,,内科（糖尿病・循環器・消化器・呼吸器）,糖尿病内科（内分泌・代謝）,,,,,大腸肛門外科,,,,,,内視鏡内科外科,肛門科（マンモグラフィあり）,,,,,,,,,,,,,,,,,,,,,,小児科（感染症内科）,,,,,,,,,,,,,,
54,がん内科,,,,,,胃腸内視鏡内科,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,,,,腎泌尿器科,内分泌小児科,,脂質代謝・糖尿病内科,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,,,,,乳腺・内分泌外科,,,,,,消化器・内分泌・小児外科,肛外科,,,,,,,,,,,,,,,,,,,,,,小児科（糖尿病科）,,,,,,,,,,,,,,
55,老年脳神経内科,,,,,,消化器・胃腸内科（内視鏡）,,循環器内科内科,,,,血管透析内科,内科（糖尿病・内分泌・代謝）,,内科（消化器・循環器・呼吸器・糖尿病）,脂肪代謝内科,,,,,外科（化学療法）,,,,,,消化器,外科（乳腺・肛門）,,,,,,,,,,,,,,,,,,,,,,小児科（アレルギー科）,,,,,,,,,,,,,,
56,内科（血液・漢方）,,,,,,漢方胃腸内科,,循環器科（循環器内科）,,,,腎臓内科（血液透析）,糖尿・内分泌内科,,糖尿病・消化器内科,内分泌・代謝内科（糖尿病）,,,,,食道外科,,,,,,胃腸器科,,,,,,,,,,,,,,,,,,,,,,,小児科（神経発達科）,,,,,,,,,,,,,,
57,内科（消化器・呼吸器・循環器）,,,,,,消内内視鏡内科,,内科循環器科,,,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,内科（内分泌・胃腸）,,内科(呼吸器・消化器・循環器・糖尿病),内科（代謝）,,,,,消化器外科（胃腸外科）,,,,,,消化器外科(胃腸外科),,,,,,,,,,,,,,,,,,,,,,,内科（小児科）,,,,,,,,,,,,,,
58,内科（呼吸器・循環器・糖尿病・アレルギー疾患）,,,,,,内科（胃腸科）,,内科（消化器・循環器・肝臓・糖尿病）,,,,人口透析科,内分泌・糖尿病・代謝内科,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,内科（脂質代謝）,,,,,呼吸器・乳腺外科,,,,,,消化器・肛門・乳腺・血管外科,,,,,,,,,,,,,,,,,,,,,,,緩和ケア小児科,,,,,,,,,,,,,,
59,糖尿病・胃腸内科,,,,,,内視鏡消化器内科,,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,,,,呼吸器・消化器・腎臓内科,乳腺・肛門科,,糖尿病外来,,,,,,循環器外科（心臓・血管外科）,,,,,,乳腺・消化器外科,,,,,,,,,,,,,,,,,,,,,,,新生児小児科,,,,,,,,,,,,,,
60,内分泌・代謝内科,,,,,,漢内内視鏡内科,,循環器(内)科,,,,腎臓内科（人工透析・腎移植）,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,,糖尿病・血液内科,,,,,,男性整形外科,,,,,,消化管外科,,,,,,,,,,,,,,,,,,,,,,,児童・思春期精神科,,,,,,,,,,,,,,
61,小児内科,,,,,,胃内肛門内科,,内科(循環器),,,,腎臓代謝内科,代謝内科・内分泌内科,,糖尿病内科内科,,,,,,脳神経外科（脳外科）,,,,,,消化器科・肛門科,,,,,,,,,,,,,,,,,,,,,,,思春期・児童精神科,,,,,,,,,,,,,,
62,小児心療内科,,,,,,消化器内科（胃腸・肝臓・胆のう・膵臓）,,循環器内科（透）,,,,糖尿病・腎臓内科,糖尿病・内分泌代謝内科,,糖尿病・内分泌代謝内科,,,,,,外科（こう門）,,,,,,胃腸・大腸・胆のう・肛門外科,,,,,,,,,,,,,,,,,,,,,,,小児科（健診センター・ＳＡＳセンター併設）,,,,,,,,,,,,,,
63,内科（腎臓）,,,,,,内科（消化器・糖尿病・循環器）,,,,,,血液・透析内科,小児内分泌・代謝科,,糖尿病･代謝・内分泌内科,,,,,,胃外科,,,,,,外科（消化器・乳腺・肛門）,,,,,,,,,,,,,,,,,,,,,,,心臓小児科,,,,,,,,,,,,,,
64,内科（内分泌）,,,,,,内科（呼吸器・循環器・消化器・肝臓）,,,,,,腎内人工透析内科,糖尿病･代謝・内分泌内科,,内科（消化器・循環器・肝臓・糖尿病）,,,,,,胆のう外科,,,,,,消科,,,,,,,,,,,,,,,,,,,,,,,小児科リハビリテーション科,,,,,,,,,,,,,,
65,内科（循環器・糖尿病・内分泌・脂質代謝）,,,,,,消化器科・消化器内科,,,,,,循環器内科（透）,糖尿病内科（内分泌・代謝）,,糖尿病・腎臓内科,,,,,,膵臓外科,,,,,,胃腸・消化器外科,,,,,,,,,,,,,,,,,,,,,,,小児科アレルギー科,,,,,,,,,,,,,,
66,代謝・内分泌内科,,,,,,胃腸科・胃腸内科,,,,,,血液浄化,血液浄化,,糖尿病内科（内分泌・代謝）,,,,,,消化器外科（胃腸科外科）,,,,,,外科(消化器）,,,,,,,,,,,,,,,,,,,,,,,放射線科小児科,,,,,,,,,,,,,,
67,内科（糖尿病代謝・消化器）,,,,,,胃腸科（消化器科）,,,,,,,内分泌・代謝内科（糖尿病）,,内分泌・代謝内科（糖尿病）,,,,,,ペインクリニック・整形外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,発達小児科,,,,,,,,,,,,,,
68,腎臓内科（透析）,,,,,,内科（呼・消・循・腎・血・内泌）,,,,,,,,,,,,,,,耳鼻咽喉・頭頸部外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般小児科,,,,,,,,,,,,,,
69,消火器内科,,,,,,肝臓・消化器内科（内視鏡）,,,,,,,,,,,,,,,腎臓外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小腸内科,,,,,,,,,,,,,,
70,循環器・呼吸器内科,,,,,,内科（消化器科・心療内科）,,,,,,,,,,,,,,,外科 （消化器 ・ 内視鏡）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小児内分泌・代謝科,,,,,,,,,,,,,,
71,消化器・血液内科,,,,,,胃腸下科,,,,,,,,,,,,,,,外科(内視鏡),,,,,,,,,,,,,,,,,,,,,,,,,,,,,小児腎疾患科,,,,,,,,,,,,,,
72,消化器・肝臓内科,,,,,,消化器病内科,,,,,,,,,,,,,,,移植外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新生児循環器科,,,,,,,,,,,,,,
73,心療内科・精神科,,,,,,肝臓・胃腸内科,,,,,,,,,,,,,,,緩和ケア外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小児感染症科,,,,,,,,,,,,,,
74,消化器内科(内視鏡),,,,,,胃腸・肛門内科,,,,,,,,,,,,,,,透析外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小児血液・免疫科,,,,,,,,,,,,,,
75,一般内科,,,,,,消化器・内視鏡内科,,,,,,,,,,,,,,,乳腺内分泌外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,耳鼻咽喉科（小児・気管食道・漢方）,,,,,,,,,,,,,,
76,内科・精神科,,,,,,消胃,,,,,,,,,,,,,,,小児科外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小児科（漢方）,,,,,,,,,,,,,,
77,腎臓・内分泌内科,,,,,,胃腸・大腸内視鏡内科,,,,,,,,,,,,,,,外科（内視鏡）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,気管食道内科,,,,,,内科（消化器・循環器）,,,,,,,,,,,,,,,ペインクリニック内科・外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,リウマチ内科,,,,,,内科（内分泌・胃腸）,,,,,,,,,,,,,,,肝臓・胆嚢・脾臓外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,感染症呼吸器内科,,,,,,消火器内科肛門内科,,,,,,,,,,,,,,,小児・心臓血管外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,内科（呼吸器・循環器・消化器・糖尿病・代謝）,,,,,,消化器内科(胃腸科内科),,,,,,,,,,,,,,,消化器内視鏡外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,消化器･循環器内科,,,,,,胃腸・消化器内科,,,,,,,,,,,,,,,腫瘍外科（緩和ケア）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,高齢者内科,,,,,,胃腸内科（消化器内科）,,,,,,,,,,,,,,,脳脊髄神経外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,アレルギー疾患内科,,,,,,消火器科,,,,,,,,,,,,,,,肝臓・胆のう・膵臓外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,美容内科,,,,,,内科（消化器・アレルギー疾患・感染症）,,,,,,,,,,,,,,,感染症外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,老人内科,,,,,,消化器科内科,,,,,,,,,,,,,,,頭頸外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,糖尿病･代謝内科,,,,,,内科（消化器科）,,,,,,,,,,,,,,,外科（乳腺・甲状腺）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,心臓・循環器内科,,,,,,内科（消化器・内視鏡）,,,,,,,,,,,,,,,形成美容外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,内科（循環器・消化器）,,,,,,内科（糖尿病・循環器・消化器・呼吸器）,,,,,,,,,,,,,,,頸部甲状腺乳腺外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,血液・腎臓内科,,,,,,内科（消化器・循環器・呼吸器・糖尿病）,,,,,,,,,,,,,,,乳腺・甲状腺外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,消化器内科（胃腸内科）,,,,,,光学医療内科,,,,,,,,,,,,,,,人口透析外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,糖尿病内科（代謝内科）,,,,,,内科（胃腸・肛門）,,,,,,,,,,,,,,,消化器・乳腺外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,消化器内科（消化管）,,,,,,乳腺・胃腸内科,,,,,,,,,,,,,,,小児整形外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,血液腎臓内科,,,,,,糖尿病・消化器内科,,,,,,,,,,,,,,,ペイン外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,消化器・糖尿病内科,,,,,,消化器科（胃）,,,,,,,,,,,,,,,脳腫瘍外科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
