,0
1136,顎外
1137,胃腸・消化器外科
1138,アレルギー（呼吸器）
1139,消化器(内)科
1140,循環器(内)科
1141,呼吸器(内)科
1142,大腸・肛門リハビリテーション科
1143,男性性感染症外科
1144,薬物療法リウマチ科
1145,心身医療科
1146,がん・疼痛緩和内科
1147,がん治療内科
1148,小児・矯正歯科
1149,整形外科・リウマチ科
1150,内科(循環器)
1151,内科(感染症)
1152,泌尿器科(不妊治療)
1153,腎臓外科・泌尿器科
1154,脂肪代謝内科
1155,内科(ペインクリニック)
1156,耳鼻咽喉科・頭頸部外科
1157,リウマチ科・内科
1158,産婦人科(生殖治療)
1159,内科(薬物療法)
1160,循環器内科（透）
1161,血液浄化
1162,頭頚外科
1163,消化器・肛門内科
1164,内科（神経）
1165,外科（小児）
1166,内科（呼吸器科）
1167,内科（心療）
1168,内科（胃腸）
1169,外科(消化器）
1170,外科（腫瘍）
1171,外科（頭頸部）
1172,内科（気管食道）
1173,内科（脳卒中）
1174,外科（呼吸器）
1175,外科（心臓血管）
1176,内分泌・代謝内科（糖尿病）
1177,小児科（漢方）
1178,内科（代謝）
1179,内科（性感染症）
1180,皮膚・形成科
1181,予防接種
1182,内科（老年）
1183,内科（脂質代謝）
1184,内科（腫瘍）
1185,歯科矯正科
1186,歯科（一般）
