,0
1270,糖尿内分泌内科
1271,放射線診
1272,内．神内．循内．呼内．皮．婦．糖尿病
1273,歯．矯．歯外．小児歯科
1274,内科小児科
1275,内．精．神
1276,思春
1277,内．皮．小
1278,小児呼内
1279,腫瘍皮膚科
1280,形成皮膚科
1281,内．循内．消内．皮．心内．精．女内．性感染症内科
1282,精．心内．神
1283,美．形．外．整．泌．麻
1284,皮．小皮．アレ．美皮．形
1285,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内
1286,内．皮
1287,内．形．泌
1288,内．婦．放．循内．消内．乳外．形．呼内．心療内科．皮膚科
1289,人工透
1290,皮ふ泌尿科
1291,心療精神科
1292,内．皮．心内．精
1293,小内
1294,内．歯．小
1295,心療小児科
1296,内．外．皮
1297,がん精神科
1298,内．心内．歯
1299,内．循内
1300,内．胃内．内視鏡内科
1301,内．消内．皮
1302,リハビリテーション科ペインクリニック内科
1303,思春期小児
1304,内．精．歯
1305,男性皮膚科
1306,池田草二：産婦人科
1307,池田健：内科
1308,皮．内
1309,訪問歯科
1310,性感染症
1311,皮外
1312,腎臓透析内科
1313,生殖医療外科
1314,内．ペ内．小．神内．呼内．消内．形．美．皮．美皮．外．腫内．乳外．脳外．婦．放．泌．呼外．糖内．内視鏡内科．内分泌
1315,代謝内科．整．口腔外科
1316,美容内
1317,成人病検査のみ
1318,漢方外科
1319,漢方耳鼻咽喉科
1320,漢方脳神経内科
1321,漢方脳神経外科
1322,腎臓小児科
1323,循環器小児
1324,脳腫瘍外科
1325,内．精．眼．耳咽．整．歯
1326,糖尿病代謝内分泌内科
1327,内．整．皮．眼
1328,エイズ検査
1329,神経放射線科
1330,腹部外科
1331,漢方皮フ科
1332,女性臨床検査科
1333,高齢者
1334,消化器乳
1335,内．心内．外．整
1336,内．皮．眼．耳咽．整．心内．精神科．
1337,高血圧内科
1338,内．精．外．皮．眼．耳咽．歯
1339,胃腸肛門内科
1340,内．リウ．アレ．糖内
1341,糖尿病脂質代謝内科
1342,内．外．整．心内．眼．皮．歯
1343,内．歯．精
1344,腎臓内分泌内科
1345,皮ひ
1346,リウ内
1347,漢方眼科
1348,内．心内．神．皮．精
1349,精．心内．内
1350,外．内
1351,内．精．神．心内
1352,男内
1353,泌尿器外科
1354,内．歯．心内．外
1355,内．外．整．眼．耳咽．放．歯
1356,整．リハ
1357,内．歯．眼
1358,女性精神科
1359,内．外．麻．皮
1360,産婦．皮
1361,皮．形．美
1362,内．呼内
1363,歯科矯正歯科
1364,腎臓移植泌尿器科
1365,内．小．救
1366,新内
1367,ペインクリニック外
1368,耳咽．アレ．内
1369,漢方皮
1370,心療皮
1371,矯正口腔外科
1372,皮膚科アレルギー科
1373,内．循内．小
1374,皮膚泌尿科
1375,脂質代謝
1376,血管
1377,脊椎外科
1378,腎内代内
1379,緩ケ内
1380,代内内
1381,矯正歯
1382,新生児
1383,男性
1384,腎糖内
1385,糖内内
1386,0
1387,診
1388,治
1389,腎透
1390,ﾘ
1391,分代内
1392,分代小
1393,胆膵内
1394,分内
1395,糖代分内
1396,透血管外
1397,鏡外
1398,大肛内
1399,乳内外
1400,腎内透
1401,小リウ
1402,内ぺ
1403,性感内
1404,体謝
1405,思春期
1406,こう門内科
1407,薬物療法
1408,頭部
1409,思精
1410,漢婦
1411,血透
1412,ぺ
1413,自由診療
1414,健康指導
1415,胃腸外
1416,透析30台
1417,透析38台
1418,矯正歯口
1419,膠
1420,気耳
1421,小児循環器も診察可能
1422,皮膚アレルギー科
1423,訪問
1424,小児泌
1425,泌内
1426,内分代内
1427,女泌
1428,生
1429,不
1430,鼻
1431,ア疾内
1432,消科
1433,糖内分泌内
1434,高齢者歯科
1435,透析40台
1436,小歯矯正
1437,訪問診療
1438,透析32台
1439,血腫内
1440,移外
1441,呼感内
1442,ペ整外
1443,脊外
1444,食道内科
1445,緩和ｹｱ内科
1446,第2
1447,第4水のみ
1448,頭外
1449,腎リウ
1450,内代謝内
1451,乳内分外
1452,形美外
1453,肝胆
1454,小整
1455,胸血外
1456,内分糖
1457,腎糖尿内
1458,内科・循環器内科
1459,呼吸器アレルギー内科
1460,腎臓リウマチ内科
1461,内科・皮膚科
1462,糖尿病代謝・内分泌内科
1463,胸部血管外科
1464,外科（一般）
1465,外科（皮膚外来）
1466,外科（泌尿器外来）
1467,糖尿病・
1468,関節外科
1469,痛み緩和診療外来
1470,股関節外来
1471,側弯外来
1472,神経内科 
1473,整形外科 
1474,脳神経外科 
1475,脊椎
1476,脊髄外科
1477,ﾘﾊﾋﾘﾃｰｼｮﾝ科
1478,内科 
1479,老人内科 
1480,アレルギー科 
1481,小児科 
1482,腎臓・膠原病内科
1483,透析血管外科
1484,眼科 
1485,精神科 
1486,神経科 
1487,外科 
1488,呼吸器科 
1489,リハビリ科 
1490,胃腸科 
1491,循環器内科 
1492,消化器内科 
1493,糖尿病内科 
1494,性感
1495,ﾘﾊﾋﾘﾃｰｼｮﾝ
1496,心療内科 
1497,ﾘﾊﾋﾘﾃｰｼｮ
1498,リュウマチ科
1499,子どものこころの診療科
1500,リウマチ科 
1501,皮膚科 
1502,消化器科 
1503,リハビリテー
1504,糖泌内
1505,乳泌外
1506,頭
1507,内泌外
1508,老神
1509,リ膠内
1510,内泌
1511,新
1512,標榜は内科
1513,内泌代
1514,整形科
1515,精小外整皮泌婦眼耳リハ
1516,気放
1517,小婦外
1518,整心皮眼リハ麻リウ放救
1519,整脳リハ内
1520,放眼婦
1521,小外整脳皮泌リハ
1522,精リウ小外整形脳
1523,臨
1524,心皮泌
1525,リハ放
1526,アリウ小外整形脳
1527,眼耳リハ放麻
1528,心脳小
1529,形眼
1530,整泌リハ麻
1531,精リハ
1532,小外整脳皮泌耳
1533,眼リハ放麻形美心
1534,外整脳皮泌耳
1535,小眼精形放リハ呼麻循消救
1536,歯婦麻
1537,形泌
1538,眼耳リハ放麻精
1539,脳形
1540,小形眼精麻
1541,放泌
1542,眼耳形
1543,小精形泌歯歯外
1544,耳婦精
1545,整眼形麻リハ小
1546,外心歯
1547,放麻
1548,脳麻泌リハ
1549,眼耳精
1550,外整
1551,リハ麻放泌
1552,皮外リハア
1553,婦歯
1554,小外整脳
1555,眼耳麻泌形皮リハ
1556,心整脳放麻眼耳皮リハ形産精泌ア
1557,整形脳皮泌
1558,眼耳放
1559,麻心
1560,小外整形脳皮泌婦眼耳放麻リハ歯
1561,循小外整脳皮泌
1562,眼耳リハ放精麻形
1563,リハ整皮婦ア
1564,臓器移植
1565,頸部
1566,リハ精
1567,小外形泌こう
1568,脳麻眼婦放
1569,リハ放麻眼泌婦
1570,耳アレ
1571,リハ皮
1572,精耳
1573,放整泌眼耳麻皮
1574,外小整形脳泌麻眼
1575,耳放皮歯リウリハ
1576,循リハこう婦
1577,整放小
1578,眼耳整皮泌
1579,眼耳リハ放麻歯形
1580,眼耳リハ麻形
1581,心救
1582,神外
1583,リハリウ
1584,精脳整
1585,泌リハ形皮精循放消こう麻
1586,外小整脳皮泌
1587,眼耳麻放形リハ
1588,耳放麻脳眼リハ
1589,リウ小外
1590,外整脳形精泌眼耳放救
1591,麻リハ小心
1592,婦リハ
1593,循器内科
1594,眼皮泌外リハ
1595,小整脳眼耳放麻泌精
1596,形心皮産婦リハ
1597,こう眼
1598,耳麻リハ脳
1599,放胃循
1600,麻眼リウ
1601,外整脳形精小皮泌
1602,眼耳
1603,形内
1604,整形脳皮泌産婦眼耳リハ麻
1605,臨救
1606,整脳形麻精リウ小
1607,眼耳リハ放
1608,［小歯］
1609,［歯口］
1610,矯歯］
1611,「小歯」
1612,「矯歯」
1613,［矯歯］
1614,内外
1615,ア耳
1616,形美
1617,整形美皮
1618,内消外
1619,形美皮
1620,内消ア
1621,耳ア
1622,〔内視鏡内科〕
1623,消化器内科］
1624,内整ア
1625,内外脳リハ
1626,内小婦
1627,内外整
1628,内外胃
1629,内小［消化器内科］
1630,内リハ
1631,内小耳胃
1632,内小リハ
1633,内消整リウ
1634,内小
1635,内外循消
1636,内小循
1637,内［消化器内科］
1638,外内
1639,整リウリハ
1640,外内胃
1641,整リウリハ麻
1642,内消循外放麻
1643,内外胃こう
1644,内消循
1645,外整皮
1646,胃循
1647,内皮
1648,内小耳麻
1649,皮小
1650,内外呼
1651,内循
1652,内消
1653,内［糖尿病内科］［消化器内科］
1654,内循呼
1655,耳気
1656,皮ア
1657,耳気ア
1658,胃外皮
1659,内精外歯
1660,婦麻内循
1661,内小放
1662,内消循呼
1663,内［循環器内科
1664,［泌尿器科］
1665,［腎臓内科］
1666,訪問リハ
1667,［消化器内科］［病理診断科］
1668,消化器病内科
1669,［胃腸内科］
1670,［消化器内科］
1671,［神内］
1672,［産婦］
1673,内神循
1674,歯整
1675,ｱﾚﾙｷﾞｰ内科
1676,外他21科
1677,［老年精神］
1678,［緩和ケア内］
1679,ペイン
1680,人口透析内
1681,［乳腺外］
1682,［内分泌外］
1683,小児心臓外科
1684,小児救急科
1685,歯科口
1686,腎臓内科(人工透析)
1687,小児科循環器新生児
1688,歯科小児
1689,胃腸消化器内科
1690,代謝（脂質代謝）内科
1691,内科消化器
1692,頸部内科
1693,産婦女内
1694,循小
1695,整こう
1696,精小
1697,産婦放
1698,循内放
1699,消内胃内
1700,リハ麻
1701,ひ産婦
1702,皮呼内
1703,皮こう
1704,産婦（生殖）
1705,リハペ外
1706,腎内（透）血管外
1707,ひ（透）
1708,呼内循内
1709,外肛内
1710,腎内(透）
1711,脳神外リハ
1712,外肛外
1713,胃内大腸
1714,こうリハ
1715,循放
1716,小放
1717,ひリハ
1718,耳リハ
1719,内（消）
1720,内（鏡）
1721,こう放
1722,婦（生殖）
1723,循内小
1724,内秘内
1725,リウ小
1726,精神内
1727,呼外乳外
1728,鏡内肛外
1729,性内
1730,ひ（不妊）
1731,循内消内
1732,消内(鏡)
1733,内(膵　糖）
1734,リウ消外
1735,外(胃　大　肛)
1736,ひ(透)
1737,消外乳外
1738,（呼感
1739,美漢皮
1740,女漢皮
1741,リハ消内
1742,小腎内小心内
1743,腎内小腎内
1744,アレ糖内（代内）
1745,皮消内
1746,アレ小
1747,腎内(透)
1748,アレリハ
1749,神内精
1750,循アレ
1751,循内心臓内
1752,大腸鏡内
1753,呼アレ
1754,胃内鏡内
1755,肛内消外
1756,外脳神外
1757,皮リハ
1758,内（糖）
1759,ひ婦
1760,老内ペ外
1761,心外循内
1762,呼内糖内
1763,産婦眼
1764,脳心内
1765,肝内鏡内
1766,殖医外
1767,産婦（生殖）ひ（不妊）
1768,精糖内
1769,糖内代内
1770,内（薬）
1771,麻循内
1772,血管外美皮
1773,内皮内
1774,糖脂代内
1775,整小外
1776,婦(生殖）
1777,内(透)
1778,呼内消内
1779,腎内消外
1780,循皮
1781,ひ循内
1782,糖内腎内(透)
1783,ひ消内
1784,腎内（透）
1785,麻ペ内
1786,消腫内（化　緩）
1787,消腫外
1788,鏡外（胃　大腸）
1789,高精
1790,小皮美皮
1791,神内皮
1792,ぺ外
1793,外こう
1794,消循
1795,乳外肛外
1796,産婦(生殖)
1797,腎ひ
1798,婦漢内
1799,耳麻
1800,内泌内消外
1801,消内鏡内
1802,循内呼内
1803,糖内内泌内
1804,リハ肛外
1805,歯小歯
1806,ペ内麻
1807,ひ放
1808,老内腫内
1809,循内老内
1810,精老内
1811,内（呼）
1812,内（血）
1813,外（消）
1814,外（乳）
1815,耳血内
1816,歯外胃内
1817,リハ胃内
1818,小脳神外
1819,血内糖
1820,消内肝内
1821,リハペ内
1822,こう乳外
1823,糖内脂代内
1824,消内肛外
1825,糖内鏡内
1826,循内鏡内
1827,呼内感内
1828,産婦耳
1829,透外
1830,感ひ
1831,皮性
1832,腎内漢内
1833,女漢内
1834,緩外
1835,整歯
1836,整脳神外
1837,消内糖内
1838,脳神外呼内
1839,気食内
1840,眼糖内
1841,皮眼
1842,肛外消外
1843,脳神外眼
1844,アレリウ
1845,疼内緩内
1846,大肛
1847,女心内女精
1848,婦（不妊）
1849,耳皮
1850,小(新)
1851,乳外頭頸外
1852,リハ呼外
1853,小外小ひ
1854,胃内肛外
1855,リウ皮
1856,リハ循内
1857,消鏡内
1858,消内呼内
1859,美内
1860,消外肛外
1861,整放
1862,循内胃内
1863,アレ呼内
1864,麻漢内
1865,リハ大腸
1866,心臓リハ
1867,不妊
1868,女内殖医外
1869,歯呼内
1870,形外血管外
1871,女心内
1872,放診放治
1873,消内漢内
1874,リウ脳神外
1875,糖内老内
1876,小救新小
1877,婦麻
1878,腎内透内
1879,ひ(透）
1880,リウリハ
1881,肛外胃内
1882,神内循内
1883,心内皮
1884,歯歯外
1885,糖内内泌
1886,胸外病診
1887,消内糖
1888,眼（整　眼は休止中）
1889,歯外呼内
1890,外ひ
1891,糖内乳外
1892,整皮
1893,循内糖
1894,小外リハ
1895,消内乳外
1896,消内循内
1897,皮放
1898,糖内漢内
1899,放消内
1900,リウ呼内
1901,女ひ
1902,リハ美皮
1903,外リハ
1904,アレ外
1905,肝内胃内
1906,ペ内ペ外
1907,婦神内
1908,リウ外
1909,リウ眼
1910,外産婦
1911,リハ呼内
1912,透内アレ
1913,呼循
1914,外(鏡)
1915,リハペ整
1916,外（消鏡）
1917,内泌内小（新）
1918,呼胃
1919,リハ糖
1920,循リハ
1921,皮耳
1922,内(透）
1923,※自由診療のみ
1924,（眼）小
1925,精児
1926,産婦（生）
1927,（肝）内
1928,(腎）内
1929,(循)内
1930,(糖)内
1931,（脂)内
1932,内分秘内科
1933,(新)内
1934,周内
1935,アレルギ科
1936,新生児皮膚科
1937,(皮)小
1938,婦(妊)
1939,小血
1940,婦人科（不妊治療　生殖医療）泌尿器科
1941,（循内）小
1942,大こ外
1943,こリハ
1944,（循）小
1945,ﾘハ
1946,(循内)小
1947,内分泌小児科
1948,(分)小
1949,小循内
1950,（生殖医療）
1951,（皮）小
1952,アレルギ―科
1953,?消化器内科
1954,分
1955,分外
1956,新小
1957,老心療
1958,内科（糖尿病　内分泌　代謝）
1959,(消)内
1960,外科（消化器　肛門）
1961,内科（胃腸　内視鏡）
1962,女精
1963,（循　ア）小
1964,漢眼
1965,薬内
1966,腫精
1967,心精
1968,(脳)小
1969,化内
1970,(眼）小
1971,歯科口腔歯科
1972,ﾍﾟｲﾝ外
1973,頭内
1974,内科(呼吸器)
1975,内科(循環器)
1976,内科(消化器)
1977,女ペ内
1978,腫整
1979,(新)小
1980,心リハ
1981,（ア）内
1982,男泌
1983,神泌
1984,（耳）小
1985,(神)小
1986,（女）泌
1987,移外(腎)
1988,婦（生）
1989,婦（妊）
1990,婦人科（生殖医療　不妊治療）
1991,(ｱ)小
1992,女内視外
1993,産婦(生)
1994,老腫内
1995,脂
1996,膵内
1997,木曜AM
1998,木曜PM
1999,Ｈ26
2000,12
2001,11立入検査時：内科
2002,循環器内科消化器内科
2003,循環科
2004,矯正歯科矯歯
2005,ﾘﾊﾋﾞﾘﾃｰｼｮﾝ
2006,歯科口腔
2007,歯科口腔科
2008,リハビリーテーション科
2009,@内科
2010,A消火器内科B肛門内科
2011,C乳腺内科
2012,リハビリエーション科
2013,老年診療内科
2014,機能神経外科
2015,耳鼻咽喉頭頸部科
2016,H26
2017,4
2018,1〜
2019,呼吸科
2020,気管科
2021,耳咽咽喉科
2022,気管支科
2023,理学科
2024,耳咽いんこう科
2025,ﾘﾊﾋﾞﾘﾃｰｼｮ
2026,専ら在宅
2027,糖尿病・内
2028,整（ペインクリニック）
2029,ペインクリニック（精神科）
2030,口腔外科（旧法）
2031,泌外
2032,生殖医療産婦人科
2033,土井歯科医師：訪問診療専門
2034,女性漢方内科
2035,婦人科(不妊治療）
2036,秘
2037,性感染症科
2038,腎（透）
2039,疼
2040,心臓血管内科循環器内科
2041,耳鼻咽喉頭頸部外科
2042,胸部外
2043,外科（消外　肛外　がん）
2044,発小
2045,内糖代
2046,内乳
2047,小心外
2048,救急医療
2049,移
2050,主たる科目
2051,感染
2052,泌尿器科（透析）
2053,腎臓泌尿器
2054,ロ
2055,泌(透）
2056,肝臓・胆のう・膵臓内科
2057,腎臓・透析内科
2058,アレルギー皮膚科
2059,循環器ｉ内科
2060,ｉ胃腸内科
2061,思春期・児童精神科
2062,内科（健診専門）
2063,外科（皮膚）
2064,呼吸器緩和ケア内科
2065,呼吸器腫瘍内科
2066,外科（健康診断）
2067,胃腸・消化器内科
2068,内科（腎臓・血液透析・糖尿病）
2069,こう門外
2070,小児漢方内科
2071,糖尿病・消化器内科
2072,血管透析内科
2073,肝臓・胆のう・膵臓外科
2074,放射線治
2075,内科（心療内科含む）
2076,呼吸器・アレルギー内科
2077,外科（がん）
2078,男性泌尿器科（不妊治療）
2079,児童・老年精神科
2080,移植内科
2081,腎臓内科・人工透析内科
2082,消化器内科（肝臓・大腸）
2083,内科（消化器・循環器・呼吸器・糖尿病）
2084,ペインクリニック・整形外科
2085,光学医療内科
2086,内科（漢方、ペインクリニック）
2087,がん化学療法内科
2088,男性美容内科
2089,男性美容皮膚科
2090,男性美容外科
2091,美容外科・美容皮膚科・美容内科
2092,性感染症皮膚科
2093,ペイクリニック外科
2094,新生児小児科
2095,呼吸器内科（内視鏡）
2096,内科・腫瘍内科
2097,がん血液内科
2098,内科（糖尿病、循環器、消化器、呼吸器）
2099,透析泌尿器科
2100,内科内分泌
2101,肛門外科・肛門内科
2102,内科・循環器内科・糖尿病内科・腎臓内科
2103,脳卒中内科
2104,循環器内科（人工透析）
2105,美容眼科
2106,心療内科（漢方）
2107,乳腺・内分泌
2108,皮膚科・美容皮膚科
2109,内科（消化器、内視鏡）
2110,内科循環器内科消化器内科
2111,内科・小児科
2112,肝・胆・膵内科
2113,内科呼吸器内科
2114,外科・小児整形外科
2115,血液・化学療法内科
2116,外科・整形外科・形成外科
2117,気管食道・耳鼻いんこう科
2118,腎・泌尿器科（人工透析）
2119,肝臓・胆のう・すい臓外科
2120,肝臓・胆嚢・膵臓内科
2121,肝臓・胆嚢・膵臓外科
2122,内科（腎臓・循環器・糖尿病）
2123,循環内器科
2124,（消化器）
2125,泌尿器内科
2126,呼吸器・リウマチ科
2127,消化器・胃腸内科
2128,消火器外科
2129,呼吸器腫瘍アレルギー内科
2130,内科（胃腸・肛門）
2131,呼吸器アレルギー疾患内科
2132,ペインクリック内科
2133,腫瘍内科（緩和ケア）
2134,消化器／肝臓内科
2135,脳・血管内科
2136,不妊治療・生殖医療婦人科
2137,気管食道・耳鼻咽喉科
2138,呼吸器内科・呼吸器腫瘍内科
2139,脊椎・脊髄外科
2140,肺腫瘍内科
2141,乳腺・胃腸内科
2142,内科（消化器・血液）
2143,脳神経外科・内科
2144,循環器外科（心臓　血管外科）
2145,産婦人
2146,頭頚外
2147,健診
2148,胃内視鏡内
2149,神経外科
2150,漢方内科肛門外科
2151,ﾍﾟｲﾝ内
2152,腫内（疼痛緩和）
2153,こう外
2154,内鏡外
2155,内（消化器　肝臓　胆嚢　膵臓　内視鏡）
2156,食
2157,消外（胃外）
2158,消外（内視鏡）
2159,静瘤外
2160,気管支アレ
2161,内（透）
2162,緩和ｹｱ
2163,腎内（透析）
2164,乳甲外
2165,脊椎髄外
2166,消内（内鏡）
2167,脊椎外
2168,泌（透）
2169,泌（人透）
2170,腫血液内
2171,健診等
2172,ｱﾚﾙｷﾞ
2173,胃（土曜日は内　消内）
2174,外（人透）
2175,内科（循環器　消化器）
2176,内（腎　透析糖尿）
2177,皮フ
2178,児
2179,消化内
2180,血液腫内
2181,ｱﾚﾘｳ
2182,内（人工透析）
2183,糖内泌内
2184,腎内（透)
2185,産婦（生医）
2186,血液外
2187,小（新）
2188,精神経
2189,呼腫内
2190,外（化）
2191,腎内（血液透析）
2192,美容皮外科
2193,漢方アレ
2194,漢方眼
2195,外科（乳腺　肛門　胃腸）
2196,物
2197,子
2198,精内
2199,形成眼科
2200,性感染症内
2201,ｱﾚ耳
2202,婦（休診中）
2203,小脳神内
2204,小感内
2205,児思精
2206,女性内科（脂質代謝）
2207,麻酔科（ペインクリニック）
2208,ペインクリニック内科外科
2209,脾臓外科
2210,ﾘﾊﾋﾞﾘﾃ
2211,麻酔科(敷地宏一）
2212,炎症性腸疾患内科
2213,小児科（健診センター　ＳＡＳセンター併設）
2214,透析内科（血液透析　腹膜透析）
2215,小児歯科矯正歯科
2216,リハビテーション科
2217,歯科（訪問診療）
2218,小児歯科矯正歯科歯科口腔外科
2219,内科(糖尿病)
2220,内科(内分泌代謝)
2221,内科(感染症)
2222,ﾃｰｼｮﾝ科
2223,感染制御内科
2224,内科(人工透析)
2225,脳神経小児科
2226,薬物療法内科
2227,リハビりテーション科
2228,胸部・乳
2229,呼吸器・感染症内科
2230,精神科・神経内科眼科
2231,心療内科神経内科
2232,内科（循環器・消化器）
2233,肛門外科科
2234,（代謝内科）糖尿病内科
2235,(胃腸外科)消化器外科
2236,循環器科(循環器内科)
2237,呼吸器科(呼吸器内科)
2238,消化器科(消化器内科、胃腸内科)
2239,肛門科(肛門外科)
2240,心臓血管外科(循環器外科)
2241,気管食道科(気管食道外科)
2242,心臓血管外科(循環器外
2243,耳鼻咽
2244,糖尿病内科(
2245,糖尿病内科(代謝内
2246,糖尿病内科(代謝
2247,糖尿病内科(代
2248,小児科系その他
2249,リハビリテーション科系その他
2250,歯科系その他
2251,内科系その他
2252,リウマチ科系その他
2253,精神科系その他
2254,外科系その他
2255,皮膚科系その他
2256,耳鼻いんこう科系その他
2257,小児科（新
2258,アレルギー科系その他
2259,泌尿器科（不妊治療）
2260,産婦人科系その他
2261,内科（薬物療法）
2262,眼科系その他
2263,泌尿器科系その他
2264,小児神経発達外来
2265,人工透析外
2266,食内
2267,発達小児
2268,糖尿病内分泌内
2269,膠原病内
2270,不妊科
2271,糖血内
2272,腹部外
2273,小整外
2274,漢方小児
2275,消化器内視鏡内
2276,一般外
2277,小循
2278,リウ膠
2279,ペインクリニック（内科）
2280,ペインクリニック（外科）
2281,糖尿病･内分泌内科
2282,外科脳神経内科
2283,婦人腫瘍科
2284,泌尿器科（人工透析　腎移植）
2285,腎臓内科（人工透析　腎移植）
2286,疾痛緩和内科
2287,肛内外科
2288,全科
2289,外46診療科
2290,内科（循環器科）
2291,泌尿器科（人口透析）
2292,皮ふ泌尿器科
2293,消化器外科（胃腸
2294,消化器・肛門内科
2295,胃腸・大腸内視鏡内科
2296,胸部・心臓血管外科
2297,糖尿病・腎臓内科
2298,腹部内科
2299,十二指腸内科
2300,小腸内科
2301,胆のう内科
2302,腎臓代謝内科
2303,リハビリテーション科（人工透析
2304,人工透析血管外科
2305,ア科
2306,ひ尿
2307,アレル
2308,リ科
2309,歯科科
2310,脳神経外科リハビリテーション科
2311,小科
2312,性病科皮膚科
2313,内科（肝臓　胃腸　消化器　呼吸器）
2314,脳神経外科糖尿病内科
2315,胃内(内視鏡)
2316,肝消内
2317,矯歯科
2318,（歯科）口腔外
2319,歯科口腔外科科
2320,消内科
2321,耳鼻咽喉科（小児　気管食道　漢方）
2322,内科（緩和ケア）
2323,癌内科
2324,ﾘ科
2325,矯矯歯科
2326,老心内
2327,脳神経外科神経内科
2328,消（胃）
2329,透析リハビリテーション科
2330,膝関節外科
2331,ペ整形
2332,ｱ科
2333,小児（土曜日のみ）
2334,脳神経外科脳神経内科
2335,脳神経外科呼吸器外科
2336,脳神経外科歯科
2337,性病科眼科
2338,脳神経外科皮膚科
2339,内科（人工透析　腎臓）
2340,消化（内視）
2341,婦人（不妊治療　内視鏡）
2342,緩和内
2343,胃内視鏡内科
2344,呼吸呼内
2345,胃腸胃内
2346,泌尿器科(人工透析）
2347,脳神経外科胃腸科
2348,外科（消化器　乳腺　肛門）
2349,内科（消化器　循環器　糖尿病）
2350,小児整形
2351,脳神経外科眼科
2352,小児肥満症内科
2353,アトピー性皮膚炎皮膚科
2354,透科
2355,乳腺化学療法内科
2356,乳腺心療内科
2357,乳腺リハビリテーション科
2358,計５科
2359,脳神経外科心臓血管外科
2360,泌（透析）
2361,腎内（人透）
2362,糖分内
2363,脳神（脳卒中）
2364,内分外
2365,ﾍﾟｲﾝ内科
2366,ｱﾚﾙｷﾞｰ疾患内
2367,小脳神
2368,膠原内
2369,腎臓外科（臓器移植）
2370,高血圧内分内
2371,腎内(人工透析)
2372,脳神経外科こう門科
2373,放射科
2374,呼内科
2375,内分泌糖尿内科
2376,空港の同一ビル内での水平移動
2377,心臓小児科
2378,小耳咽
2379,膠内
2380,膠原病
2381,外科（乳腺　肛門）
2382,膵
2383,脳神経外科麻酔科
2384,がん緩和ケア内科
2385,内科(胃腸）
2386,内（兼
2387,脳神経外科循環器内科
2388,皮膚腫瘍
2389,ひ尿(人工透析)
2390,新生内
2391,血液リウマチ科
2392,糖内(内分　代)
2393,腎内(透析)
2394,小児リハ
2395,訪問リハビリテーション
2396,禁煙外来
2397,在宅医療
2398,糖尿病・内分泌
2399,ﾎﾞﾄｯｸｽ外来
2400,プラセンタ治療
2401,発達小児科
2402,健診、人間ドック
2403,健康診
2404,在宅緩和ケア
2405,ペインクリニ
2406,膠原病科
2407,もの忘れ科
2408,肝臓・糖尿病・内分泌内科
2409,健診、人間
2410,肝臓・糖
2411,肝臓・消化
2412,分泌内
2413,感染内
2414,気管外
2415,整形外科（ペインクリニック）
2416,呼吸器内科（化学療法）
2417,泌尿器科（人工透析　不妊治療）
2418,高齢者皮膚科
2419,大腸肛門科
2420,薬物療法リウマチ科
2421,糖尿病･代謝内科
2422,脳神経リハビリテーション科
2423,アレルギー科（呼吸器）
2424,肛門リハビリテーション科
2425,男性性感染症外科
2426,内視鏡婦人科
2427,ペインクリニッ
2428,脂肪代謝内科
2429,生殖治療
2430,こう門
2431,歯周病
2432,インプラント
2433,ホワイトニング
2434,予防歯科・口臭予防
2435,周術期口腔ケア
2436,審美・美容歯科
2437,血液浄化
2438,循環器内科（透）
2439,（救急科）
2440,産婦人科（不妊治療　生殖医療）
2441,内科（消化器　内視鏡　肝臓　糖尿病）
2442,外科（胃腸　乳腺　肛門　呼吸器）
2443,外科（消化器　乳腺　内分泌　小児　肛門）
2444,脊髄外
2445,（歯科）口腔外科
2446,リハリビテーション科
2447,歯科､小児歯科､歯科口腔外科
2448,耳鼻咽頭科
2449,リュウマ
2450,皮膚形成科
2451,腎リウマチ
2452,血液透析科
2453,生活習慣病内科
2454,歯科矯正科
2455,緩和医療科
2456,大腸･肛門外科
2457,リバビリテーション科
2458,代謝内科（糖尿病）
2459,甲状腺科
