28,小児内分泌内科,内．形．泌,糖尿病内科，消化器内科，呼吸器内科，循環器内科,食内,内．耳咽,消化器内科，呼吸器内科，循環器内科,呼吸器内科，循環器内科，消化器内科,小児内分泌科,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,血液・腫瘍内科,小脳神内,,,リウマチ・アレルギー科,内．小．リウ．皮．外．整．産婦．眼．耳．麻,（呼感,女泌,,,肝内胃内,内科（胃腸・肛門）,腫瘍整形外科,,,,消化器科∧胃腸科∨,胃循,こ外,,,小児心臓外科,,脳形,,乳腺腫瘍外科,泌内,ペイン外,形．美,ペインクリニック内,頭部皮,内．眼．皮,内．外．皮．婦．眼．耳咽．放．整,心臓リハビリ科,小児歯,,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,,性感染症婦人科,児童・思春期精神科,放射線診,,,,緩ケ,,透析40台
29,小児血液腫瘍内科,小内,老年内科，呼吸器内科，女性内科,,心内．精．神．呼．循．耳咽,アレルギー内科、消化器内科､漢方内科,消化器内科，循環器内科,腎臓,糖尿病・内分泌内科,小児腫瘍内科,精神科・神経内科眼科,,,アレルギ−科,リウマ,呼内感内,形泌,,,（肝）内,消化器・肛門内科,気管食道外科,,,,内視外,循小,大腸内視鏡外科,,,腎内（透）血管外,,小外整脳,,腎臓外科,女泌,小児整形外科,形．美．皮,ペイン整,美容皮フ科,内．皮．眼．耳咽．歯,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,内．心内．整．産婦．皮．リハ．精,小歯.口外,,小児内科,,外．精．放．婦．乳外．形．美．整,漢方精神科,内．婦．放．循内．消内．乳外．形．呼内．心療内科．皮膚科,,,,疼痛緩和,,透析32台
30,腎臓内科（人工透析）,成人病検査のみ,呼吸器内科，消化器内科，循環器内科，,,内．精．心内．神内．皮．婦．眼．耳咽．整．歯,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,消化器内科，内視鏡内科，呼吸器内科，循環器内科,腎臓内科(人工透析）,消化器内科，内視鏡内科，糖尿病内科,腫瘍・血液内科,心療内科神経内科,,,小アレ,内．リウ．アレ．糖内,感ひ,小外形泌こう,,,膵内,胃腸・大腸内視鏡内科,腎臓移植外科,,,,「消化器　胃腸外科」,心外循内,胃．消．肛,,,心外循内,,小外整形脳皮泌婦眼耳放麻リハ歯,,腎泌尿器科,外科（泌尿器外来）,ペインクリニック整形外科,美容外,内．麻酔科．ペインクリニック内科,美容皮膚,内．精．眼．耳咽．整．歯,内．小．リウ．皮．外．整．産婦．眼．耳．麻,小児リハビリテーション科,口腔歯科,,呼吸器内科，児童精神科,,女内．婦．乳外,内．精．心内．呼内．循内．糖内．内分泌内科,内．ペ内．小．神内．呼内．消内．形．美．皮．美皮．外．腫内．乳外．脳外．婦．放．泌．呼外．糖内．内視鏡内科．内分泌,,,,緩ケ内,,第2
31,【糖尿病　脂質代謝内科】,外．内,循環器内科，消化器内科，呼吸器内科,,気管食道耳鼻咽喉,呼吸器内科，循環器内科，胃腸内科,呼吸器内科，循環器内科,透析科,糖尿病・内分泌内科、アレルギー疾患内科,腫瘍漢方内科,脳神（脳卒中）,,,内．呼．アレ,リウ内,性感染症科,［泌尿器科］,,,肝臓・胆のう・膵臓内科,大腸肛門科,「胃　大腸　肛門外科」,,,,外科（内視鏡）,消循,小外形泌こう,,,血管外美皮,,循小外整脳皮泌,,乳腺・甲状腺外科,形泌,疼内,外．精．放．婦．乳外．形．美．整,ペイン外科,美容皮,内．整．皮．眼,気管食道耳鼻咽喉,内．皮．リハ,口歯,,老年精神科，児童精神科,,不妊治療産婦人科,内．精,神経放射線科,,,,薬物療法,,第4水のみ
32,老年心療内科,男内,呼吸器内科，消化器内科，感染症内科,,内．神．整．皮．眼．耳咽,内分泌内科，循環器内科，消化器内科,循環器内科，緩和ケア内科,血液透析内科,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,腫瘍,,,,内．呼内．アレ．皮,ﾘ,感染,ひ（透）,,,消化器内科（肝臓・大腸）,こう門,内分泌外科,,,,消化器外,呼循,外肛内,,,形外血管外,,外小整形脳泌麻眼,,頸部甲状腺乳腺外科,小外形泌こう,リウマチ整形外科,内．形．美精,ペイン整形外科,アレルギー疾患皮膚科,内．皮．眼．耳咽．整．心内．精神科．,漢方耳鼻咽喉科,リハ理学診療科,矯科,,小児皮膚科、美容皮膚科,,不妊治療泌尿器科,精．神．心内,内．外．整．眼．耳咽．放．歯,,,,緩和ｹｱ内科,,新
33,ペイン内科,男性,内科（呼吸器，循環器，消化器，糖尿病，代謝）,,内．眼．耳,消化器内科、胃腸内科、呼吸器内科、循環器内科,循環器内科、呼吸器内科、消化器内科,内分内,糖尿病内科，消化器内科，呼吸器内科，循環器内科,漢方腫瘍内科,,,,内．心内．皮．アレ,小リウ,性感染症皮膚科,ひ(透),,,肝・胆・膵内科,,老年脳神経外科,,,,消化器内視鏡外科,（循）小,外肛外,,,胸部外,,神外,,外科（乳腺・甲状腺）,［泌尿器科］,ペインクリニック・心療内科,歯．矯．小歯．歯外．美,ペ整,漢方皮膚科,内．精．外．皮．眼．耳咽．歯,内．精．外．皮．眼．耳咽．歯,整．リウ．リハ,嬌歯,,小児泌尿器科,,内．消内．循内．糖内．婦．皮．乳外,心内．精,気放,,,,痛み緩和診療外来,,形内
34,「糖尿病　代謝内科」,健康指導,循環器内科，呼吸器内科，糖尿病内科,,内．眼．耳咽．皮,消化器内科，胃腸内科,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,糖内分内,糖尿病内科・消化器内科・循環器内科,がん漢方,,,,内．形．美．アレ．皮,膠,性感染症内,殖医外,,,肝臓・胆嚢・膵臓内科,,内視鏡外科（大腸　胃）,,,,消化器・乳腺外科,循環科,鏡内肛外,,,小心外,,外小整脳皮泌,,消化器・乳腺外科,ひ（透）,内．皮．整,内．形．美．アレ．皮,麻酔科ペインクリニック,内．皮．整,内．外．整．心内．眼．皮．歯,内．外．整．眼．耳咽．放．歯,内．循．小．皮．リハ,歯.小歯,,小児循環器科,,産．婦,精神内科,整心皮眼リハ麻リウ放救,,,,［緩和ケア内］,,外他21科
35,心臓内科,訪問,呼吸器内科・消化器内科・循環器内科,,内．皮．眼．耳咽．歯,循環器内科，消化器内科，胃腸内科，呼吸器内科,呼吸器内科、循環器内科,呼吸器内科、腎臓内科,内科（呼吸器，循環器，消化器，糖尿病，代謝）,腫血内,,,,内．小．皮．麻．アレ,腎リウ,小感内,腎ひ,,,消化器／肝臓内科,,甲状腺外科,,,,内．外．心内．呼内．循内．神内．消内,循環器外科（心臓　血管外科）,鏡外（胃　大腸）,,,循環器外科（心臓　血管外科）,,外整脳形精泌眼耳放救,,乳腺外来,ひ(透),内．整．放．リウ．リハ,美ひ,内．小．皮．麻．アレ,皮．形,漢方眼科,頭部,整．リウ．リハ．内,小矯歯,,小児,,内．婦．乳外．漢内．放．心内,老年精神,放眼婦,,,,消腫内（化　緩）,,※自由診療のみ
36,呼吸気内科,泌内,呼吸器内科，児童精神科,,漢方耳鼻咽喉科,循環器内科，胃腸内科,呼吸器内科，消化器内科，循環器内科,内分泌内科，循環器内科，消化器内科,循環器内科，呼吸器内科，糖尿病内科,血腫内,,,,アレルギー疾患外科,腎臓リウマチ内科,内科(感染症),女内殖医外,,,内（消化器　肝臓　胆嚢　膵臓　内視鏡）,,歯科口腔外科,,,,消化器胃腸科,静瘤外,外こう,,,静瘤外,,外整脳形精小皮泌,,女性乳腺外科,殖医外,ペインクリニック内,頭部美容皮膚科,内．麻,形．美．皮,内．外．整．眼．耳咽．放．歯,気耳,整．リハ．漢内,成人矯歯,,神小,,形．美．皮．泌．産婦．婦,内．精．整,リハ放,,,,緩外,,木曜AM
37,「乳腺　内分泌内科」,訪問診療,呼吸器内科・循環器内科・消化器内科,,内．精．眼．耳咽．整．歯,呼吸器内科，循環器内科，消化器内科,循環器内科、呼吸器内科,糖尿病・内分泌内科,糖尿病内科，消化器内科,老腫内,,,,耳咽．アレ,腎臓・膠原病内科,感染制御内科,ひ(透）,,,胆のう内科,,頭頚部外科,,,,外．消内．乳外,心臓血管外科(循環器外科),乳外肛外,,,血液外,,内外脳リハ,,分泌,腎ひ,ペイン整,形．美．皮．泌．産婦．婦,内．小．リウ．皮．外．整．産婦．眼．耳．麻,老年皮膚科,内．歯．眼,鼻,皮膚科リハビリテーション科,小児矯歯,,小腸・大腸内科,,内．外．皮．婦．眼．耳咽．放．整,内．心内．消内．精．内視鏡内科,眼耳リハ放麻,,,,疼内緩内,,木曜PM
38,胃腸内科（内視鏡）,内外,胃腸内科，消化器内科，呼吸器内科,,内．皮．眼．耳咽．整．心内．精神科．,消化器内科，内視鏡内科,糖尿病内科，消化器内科，呼吸器内科，循環器内科,糖尿病・内分泌内科、アレルギー疾患内科,人工透析内科，糖尿病内科，腎臓内科,呼吸器腫瘍内科,,,,内．消．胃．心内．アレ,リュウマチ科,呼吸器・感染症内科,女ひ,,,内科（肝臓　胃腸　消化器　呼吸器）,,透析外科,,,,消化,心臓血管外科(循環器外,大肛,,,心臓血管外科(循環器外科),,脳神外リハ,,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,女内殖医外,内．精．整,外．内．形．皮．耳咽．眼．美,ペイ,女性皮膚科,眼科 ,頭外,リハビリテーション科ペインクリニック内科,小児歯科口腔外科,,小児心内,,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,内．心内．整．産婦．皮．リハ．精,眼リハ放麻形美心,,,,呼吸器緩和ケア内科,,Ｈ26
39,「血液　腫瘍内科」,内小,消化器内科，循環器内科，呼吸器内科，人工透析内科,,内．精．外．皮．眼．耳咽．歯,消化器内科，循環器内科,内科(循環器・消化器),消化器内科・内視鏡内科・腎臓内科・人工透析内科,消化器内科，糖尿病内科,内科（腎臓・血液透析・糖尿病）,,,,耳咽．気食．アレ,リウマチ科 ,性病科皮膚科,（生殖医療）,,,肝消内,,外科（乳腺）,,,,内．消．循．外．整．婦．眼．皮．泌．心内,,大こ外,,,心臓血管外科(循環器外,,外脳神外,,透析外,ひ(透）,内．外．整．皮．耳．神内,形．美．心内,美．形．外．整．泌．麻,眼．耳咽．皮．内,精小外整皮泌婦眼耳リハ,精小外整皮泌婦眼耳リハ,整．リハ,歯．矯．小歯．歯外,,児童精,,内．消内．循内．婦．放,内．心内．精．神,小眼精形放リハ呼麻循消救,,,,腫瘍内科（緩和ケア）,,12
40,神経内科,外内,呼吸器内科，消化器内科，循環器内科，小児歯科，歯科,,内．外．整．眼．耳咽．放．歯,消化器内科，内視鏡内科，呼吸器内科，循環器内科,糖尿病内科・消化器内科・循環器内科,腎臓内科，循環器内科，人工透析内科,消化器内科，糖尿病内科，血液内科,がん化学療法内科,,,,内．消内．アレ,リ膠内,性病科眼科,男泌,,,膵,,外科（肛門）,,,,大腸内視鏡外科,,外科（消化器　肛門）,,,胸部・心臓血管外科,,小脳神外,,乳腺内分泌外科,女ひ,ペイン外科,美容,リハビリテーション科ペインクリニック内科,内．外．整．皮．耳．神内,整心皮眼リハ麻リウ放救,小外整脳皮泌耳,ﾘ,口腔外科歯科,,小児神経心療内科,,不妊治療内科,皮．泌．神精．形,眼耳リハ放麻精,,,,腫内（疼痛緩和）,,H26
41,内科,内（薬）,糖尿病内科，呼吸器内科,,耳咽．アレ．内,老年内科，消化器内科,呼吸器内科，消化器内科，循環器内科，,人工透析科,胃腸内科，消化器内科，糖尿病代謝内科,内科・腫瘍内科,,,,アレルギ,整心皮眼リハ麻リウ放救,感染内,神泌,,,肝臓・糖尿病・内分泌内科,,女性肛門外科,,,,内．循．消．皮．外,,こう門外,,,人工透析血管外科,,整脳神外,,甲状腺,（生殖医療）,内．消．循．外．整．婦．眼．皮．泌．心内,美容精神科,内．ペ内．小．神内．呼内．消内．形．美．皮．美皮．外．腫内．乳外．脳外．婦．放．泌．呼外．糖内．内視鏡内科．内分泌,皮膚外科,放眼婦,外整脳皮泌耳,ﾘﾊﾋﾘﾃｰｼｮﾝ科,内．歯,,小児内分泌・代謝内科,,内．婦．呼．消．循．歯,外．精．放．婦．乳外．形．美．整,放泌,,,,緩和ｹｱ,,4
42,性感染症内科,婦漢内,循環器内科，呼吸器内科，消化器内科,,頭部,消化器内科(内視鏡）,循環器内科，消化器内科，呼吸器内科,人口透析内科,糖尿病内科、循環器内科,がん血液内科,,,,アレルギー疾患耳鼻咽喉,精リウ小外整形脳,,（女）泌,,,肝臓・消化,,整形外科,,,,内．消内．循内．糖内．婦．皮．乳外,,こう外,,,脳神経外科心臓血管外科,,脳神外呼内,,消化器乳,男泌,整形リハビリテーション科,美形外,内．外．麻．皮,小児科皮膚,眼耳リハ放麻,小外整形脳皮泌婦眼耳放麻リハ歯,リハビリ科 ,歯．小歯,,小児感染症内科,,内．小．リウ．皮．外．整．産婦．眼．耳．麻,漢精,放麻,,,,疾痛緩和内科,,1〜
43,消化器科内科,腎内漢内,心臓・循環器内科，呼吸器内科,,気耳,消化器内科，内視鏡内科，糖尿病内科,腎臓内科，循環器内科，人工透析内科,人工透析内科，腎臓内科,糖尿病内科，呼吸器内科,血液・化学療法内科,,,,呼吸器アレルギー科,アリウ小外整形脳,,腎（透）,,,内科（消化器　内視鏡　肝臓　糖尿病）,,ﾍﾟｲﾝｸﾘﾆｯｸ外科,,,,内．肛．外．皮．消,,外科（乳腺　肛門　胃腸）,,,,,脳神外眼,,透血管外,神泌,ペイン整形外科,皮．美皮,ペインクリニック外,内．消．循．外．整．婦．眼．皮．泌．心内,形眼,頸部,ﾘﾊﾋﾘﾃｰｼｮﾝ,矯．小歯,,小児腎臓内科,,男性不妊治療外科,内．形．美精,リハ麻放泌,,,,内科（緩和ケア）,,秘
44,腎臓内科（透析）,女漢内,脳神経内科，呼吸器内科,,鼻,消化器内科，内視鏡内科，肝臓内科,内科（呼吸器，循環器，消化器，糖尿病，代謝）,人工透析内科，糖尿病内科，腎臓内科,消火器内科，内視鏡内科，循環器内科，糖尿病内科,呼吸器腫瘍アレルギー内科,,,,内．呼．消．アレ,耳放皮歯リウリハ,,泌尿器科（透析）,,,,,性感染症外科,,,,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,,肛門外科科,,,,,リウ脳神外,,乳内外,（女）泌,内．心内．整．産婦．皮．リハ．精,形成皮膚科,ペ整外,内．心内．整．産婦．皮．リハ．精,眼リハ放麻形美心,外整脳形精泌眼耳放救,ﾘﾊﾋﾘﾃｰｼｮ,審美歯科,,小児歯,,内．精．心内．神内．皮．婦．眼．耳咽．整．歯,精．神内．心内．内．小,心整脳放麻眼耳皮リハ形産精泌ア,,,,緩和内,,主たる科目
45,消化器内科（内視鏡）,麻漢内,循環器内科，内分泌・代謝内科，呼吸器内科,,頸部,循環器内科、呼吸器内科、消化器内科,循環器内科，呼吸器内科，糖尿病内科,循環器内科，胃腸内科，腎臓内科，人工透析内科,循環器内科，内分泌・代謝内科，呼吸器内科,腫瘍内科（緩和ケア）,,,,内．消．アレ,リハリウ,,腎臓泌尿器,,,,,美容外科,,,,胃．消．肛,,肛門科(肛門外科),,,,,機能神経外科,,乳内分外,泌外,ペ整,美．形．外．整．泌．麻,整心皮眼リハ麻リウ放救,皮．泌．神精．形,小眼精形放リハ呼麻循消救,ア耳,リハビリテー,歯．矯．歯外,,小児神経科,,漢方産婦人科,精．神．心内．内．小,眼耳放,,,,がん緩和ケア内科,,ロ
46,脂質代謝内科,消内漢内,呼吸器内科，循環器内科，腫瘍内科,,ア耳,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,胃腸内科，循環器内科,消化器内科，循環器内科，呼吸器内科，人工透析内科,糖尿,呼吸器内科・呼吸器腫瘍内科,,,,皮．小皮．アレ．美皮．形,リウ小外,,透析泌尿器科,,,,,口腔外科,,,,内．外．皮．消内,,外科（消化器　乳腺　肛門）,,,,,神経外科,,透析血管外科,腎（透）,外．精．放．婦．乳外．形．美．整,皮．小皮．アレ．美皮．形,眼耳リハ放麻,内．循．消．皮．外,眼耳リハ放麻精,耳ア,精小外整皮泌婦眼耳リハ,歯．小歯．歯外,,小皮,,内．神内．循内．呼内．皮．婦．糖尿病,内．循．精．皮,小外整形脳皮泌婦眼耳放麻リハ歯,,,,在宅緩和ケア,,物
47,甲状腺内科,糖内漢内,呼吸,,耳ア,呼吸器内科，消化器内科，循環器内科,消化器内科，循環器内科，歯科，消化器内視鏡内科,腎臓内科、人工透析内科,糖尿病・脂質代謝内科,肺腫瘍内科,,,,内．リウ．アレ．糖内,麻眼リウ,,腎・泌尿器科（人工透析）,,,,,消化器外科（胃腸外科）,,,,内．呼内．消内．循内．外．肛内,,脳神経外科こう門科,,,,,小児神経発達外来,,乳泌外,泌尿器科（透析）,ぺ内,内．形．泌,整泌リハ麻,内．呼内．アレ．皮,小形眼精麻,耳気,整心皮眼リハ麻リウ放救,歯．歯外,,小ア,,思春,精．心内．神内,眼耳リハ放精麻形,,,,緩和医療科,,外46診療科
48,ﾍﾟｲﾝｸﾘﾆｯｸ内科,(新)内,内科（呼吸器・アレルギー）,,内小耳胃,糖尿病内科，消化器内科，呼吸器内科，循環器内科,呼吸器内科・消化器内科・循環器内科,循環器内科，内分泌・代謝内科，呼吸器内科,消化器・糖尿病内科,内科（消化器・血液）,,,,耳咽．アレ．内,整脳形麻精リウ小,,泌尿器内科,,,,,血管外科、美容皮膚科,,,,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,,外科（乳腺　肛門）,,,,,脳神経外科リハビリテーション科,,内泌外,腎臓泌尿器,内．整,内．ペ内．小．神内．呼内．消内．形．美．皮．美皮．外．腫内．乳外．脳外．婦．放．泌．呼外．糖内．内視鏡内科．内分泌,眼リハ放麻形美心,内．消内．循内．糖内．婦．皮．乳外,眼耳形,耳気ア,整脳リハ内,口腔外,,小他,,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,老年精,脳麻眼婦放,,,,,,リ科
49,心療内科,専ら在宅,内科（呼吸器）,,内小耳麻,内科(循環器・消化器),呼吸器内科・循環器内科・消化器内科,血液・腎臓内科,糖尿病・代謝内科,腫血液内,,,,皮膚科アレルギー科,内消整リウ,,泌（透）,,,,,胃腸内科，肛門外科,,,,内．循内．呼内．消内．消外．皮．乳外,,大腸肛門科,,,,,脳神経外科呼吸器外科,,内泌,透析泌尿器科,整．リウ．リハ,美容内,小眼精形放リハ呼麻循消救,内．皮．リハ,整眼形麻リハ小,乳外頭頸外,小外整脳皮泌リハ,歯科 小児歯科,,小リハ,,内．婦．放．循内．消内．乳外．形．呼内．心療内科．皮膚科,心内．神．精,リハ放麻眼泌婦,,,,,,ﾘ科
50,小児心療内科,健診,呼吸器,,耳気,消化器内科・内視鏡内科・腎臓内科・人工透析内科,循環器内科，胃腸内科，腎臓内科，人工透析内科,内科（血液・腎）,内分泌・代謝内科,血液腫内,,,,皮膚アレルギー科,整リウリハ,,泌（人透）,,,,,循環器内科，消化器内科，消化器外科，呼吸器内科，理学療法科，糖尿病内科，老人内科,,,,内．外．小．循．胃．放,,こう門,,,,,脳神経外科歯科,,［乳腺外］,腎・泌尿器科（人工透析）,循環器科整形外科,皮．形．美,歯婦麻,内．心内．皮．アレ,眼耳精,耳鼻咽喉頭頸部科,リハ放,歯．矯,,小精,,池田草二：産婦人科,内．精．心内,放整泌眼耳麻皮,,,,,,計５科
51,アレルギー疾患内科,健診等,呼吸内,,耳気ア,糖尿病内科・消化器内科・循環器内科,消化器内科，循環器内科，呼吸器内科，人工透析内科,血液腎臓内科,糖代内,腎内（血液透析）,,,,ア疾内,整リウリハ麻,,泌尿器科系その他,,,,,乳腺外科，大腸肛門外科,,,,内．呼．外．眼．循．消．皮,,外科（胃腸　乳腺　肛門　呼吸器）,,,,,脳神経外科皮膚科,,［内分泌外］,泌（透）,整．リウ．リハ．内,形美外,眼耳リハ放麻精,内．形．美．アレ．皮,眼耳麻泌形皮リハ,耳咽咽喉科,眼耳リハ放麻,歯腔外,,小児皮,,内．ペ内．小．神内．呼内．消内．形．美．皮．美皮．外．腫内．乳外．脳外．婦．放．泌．呼外．糖内．内視鏡内科．内分泌,内．精．神内．皮,耳放皮歯リウリハ,,,,,,空港の同一ビル内での水平移動
52,腎蔵内科(人工透析),全科,感染症・呼吸器内科,,頸部内科,呼吸器内科，消化器内科，循環器内科，,呼吸器内科，消化器内科，循環器内科，小児歯科，歯科,内分泌・代謝内科,糖尿病・内分泌代謝・腎臓内科,透析内科（血液透析　腹膜透析）,,,,呼吸器アレルギー内科,リウ小,,泌尿器科（人口透析）,,,,,消化器内科，循環器内科，乳腺外科,,,,食道胃腸外科,,外科（消化器　乳腺　内分泌　小児　肛門）,,,,,脳神経外科胃腸科,,腎内（透）血管外,泌（人透）,整．リハ．漢内,眼リハ放麻形美心,小形眼精麻,内．循．小．皮．リハ,心整脳放麻眼耳皮リハ形産精泌ア,耳咽いんこう科,整泌リハ麻,予防歯科,,小眼,,産婦．皮,神．内．皮．精,整放小,,,,,,
53,透析内科,内（兼,内（循　呼）,,耳血内,循環器内科，消化器内科，呼吸器内科,糖尿病内科、循環器内科,腎,糖尿内科,癌内科,,,,アレルギー科 ,リウ消外,,ひ尿,,,,,肛門外科、矯正歯科、歯科口腔外科,,,,内．胃．外．肛,,大腸･肛門外科,,,,,脳神経外科眼科,,腎内消外,泌尿器科系その他,内．循内．整．消内．皮,形泌,整眼形麻リハ小,内．小．皮．麻．アレ,眼耳放,耳鼻咽喉頭頸部外科,精リハ,歯科 歯科口腔外科,,小児耳,,思春期,内．皮．外．精,眼耳リハ放麻歯形,,,,,,
54,内科（腎臓）,新生内,内科（循環器　消化器　呼吸器）,,頭内,呼吸器内科，消化器内科，感染症内科,消火器内科，内視鏡内科，循環器内科，糖尿病内科,腎臓内,内分泌代謝内科,がん緩和ケア内科,,,,耳アレ,アレリウ,,泌尿器科(人工透析）,,,,,肛門外科，内分泌内科,,,,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,,,,,,,脳神経外科心臓血管外科,,乳外肛外,泌尿器科（人口透析）,内．外．皮．婦．眼．耳咽．放．整,小外形泌こう,放麻,内．小．皮．循内,小外整形脳皮泌婦眼耳放麻リハ歯,気管食道・耳鼻いんこう科,眼リハ放麻形美心,小児科歯科,,小ｱﾚ,,漢婦,内．歯．精．心内,泌リハ形皮精循放消こう麻,,,,,,
55,内科（内分泌）,在宅医療,呼吸器・循環器内科,,耳鼻咽喉頭頸部科,内科（呼吸器，循環器，消化器，糖尿病，代謝）,循環器内科，呼吸器内科，消化器内科,糖代内,糖尿病内科(代謝内科),,,,,ア耳,リウ皮,,泌（透析）,,,,,食道外科,,,,消化器乳,,,,,,,脳神経外科こう門科,,外（乳）,ひ尿,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,形美,脳麻泌リハ,内．循．精．皮,眼耳リハ放精麻形,気管食道・耳鼻咽喉科,小眼精形放リハ呼麻循消救,矯正外科,,神経小児科,,精小外整皮泌婦眼耳リハ,内．精．神．神内,眼耳麻放形リハ,,,,,,
56,内科（循環器）,健診、人間ドック,内科（呼吸器・消化器）,,耳咽咽喉科,胃腸内科，循環器内科,心臓・循環器内科，呼吸器内科,内分泌内,小児内分泌・代謝内科,,,,,耳ア,リウ脳神外,,ひ尿(人工透析),,,,,乳腺外科，消化器内科，肛門外科，老年内科，漢方内科,,,,鏡外,,,,,,,脳神経外科麻酔科,,透外,泌尿器科(人工透析）,内．小．リウ．皮．外．整．産婦．眼．耳．麻,整形美皮,リハ麻放泌,内．肛．外．皮．消,脳麻眼婦放,頭頚外,眼耳リハ放麻精,歯．矯．小歯,,小泌,,小婦外,心内．精．神．呼．循．耳咽,耳放麻脳眼リハ,,,,,,
57,内科（消化器）,健康診,内科（糖尿病　循環器　呼吸器　消化器）,,耳咽いんこう科,糖尿病内科，消化器内科,循環器内科，内分泌・代謝内科，呼吸器内科,甲内,糖内他,,,,,耳気ア,リウリハ,,生殖治療,,,,,胃腸内科、乳腺・内分泌科、肛門外科,,,,胃腸外,,,,,,,,,分外,泌（透析）,内．小．整．皮,形美皮,眼耳麻泌形皮リハ,内．外．皮．消内,リハ放麻眼泌婦,耳鼻咽,整眼形麻リハ小,歯．小歯．矯歯．歯外,,小児皮膚,,放眼婦,美容精神科,外整脳形精泌眼耳放救,,,,,,
58,内科（消化器　循環器　呼吸器）,在宅緩和ケア,呼吸器科内科,,気管食道・耳鼻いんこう科,消化器内科，循環器内科，歯科，消化器内視鏡内科,呼吸器内科，循環器内科，腫瘍内科,腎高内,内代内,,,,,ｱﾚﾙｷﾞｰ内科,リウ呼内,,,,,,,肛門外科，肛門内科，胃腸内科,,,,消科,,,,,,,,,移外(腎),ひ尿(人工透析),内．精．心内．神内．皮．婦．眼．耳咽．整．歯,美漢皮,心整脳放麻眼耳皮リハ形産精泌ア,頭部美容皮膚科,放整泌眼耳麻皮,耳鼻いんこう科系その他,脳麻泌リハ,歯．矯．小歯．歯外．,,小児内分泌内,,歯婦麻,内．精．心内．神内．皮．婦．眼．耳咽．整．歯,小整脳眼耳放麻泌精,,,,,,
59,内科（呼吸器　消化器　糖尿病）,健診、人間,内．外．心内．呼内．循内．神内．消内,,気管食道・耳鼻咽喉科,消化器内科，糖尿病内科,循環内,人工透内,糖尿病内,,,,,アレ糖内（代内）,リウ外,,,,,,,小児歯科・歯科口腔外科,,,,胃腸科 ,,,,,,,,,腎臓泌尿器,生殖治療,ペイ,血管外美皮,麻心,形．美．皮．泌．産婦．婦,外小整形脳泌麻眼,耳鼻咽頭科,リハ麻放泌,歯．矯．小歯．歯外．美,,小児糖尿病内,,耳婦精,内．外．精,放胃循,,,,,,
60,内科（消化器　呼吸器　循環器）,,内．精．心内．呼内．循内．糖内．内分泌内科,,耳鼻咽,呼吸器内科・消化器内科・循環器内科,循環器科内科,糖尿病・内分泌代謝・腎臓内科,脂代内,,,,,アレ小,リウ眼,,,,,,,呼吸器外科，循環器内科,,,,消化器科 ,,,,,,,,,腎・泌尿器科（人工透析）,,内．神．整．皮．眼．耳咽,小皮美皮,小外整形脳皮泌婦眼耳放麻リハ歯,外．内．形．皮．耳咽．眼．美,眼耳整皮泌,,皮外リハア,小矯,,児童精神,,婦歯,精尿病,眼耳リハ放,,,,,,
61,老年脳神経内科,,呼吸器内,,耳鼻いんこう科系その他,呼吸器内科・循環器内科・消化器内科,心臓,内分泌代謝内科,糖緩内,,,,,アレリハ,呼吸器・リウマチ科,,,,,,,ペインクリニック内科，ペインクリニック外科,,,,内消外,,,,,,,,,外科（乳腺　肛門　胃腸）,,美．形．外．整．泌．麻,美内,眼耳リハ放精麻形,内．循内．整．消内．皮,眼耳リハ放麻歯形,,眼耳麻泌形皮リハ,小歯外,,歯.小歯,,心整脳放麻眼耳皮リハ形産精泌ア,精．心内,内消循外放麻,,,,,,
62,高齢者内科,,内．呼．消．循,,耳鼻咽頭科,循環器内科，胃腸内科，腎臓内科，人工透析内科,循環器内,小児内分泌・代謝内科,内泌代内,,,,,循アレ,ｱﾚﾘｳ,,,,,,,ペインクリニック・肛門外科,,,,内外胃,,,,,,,,,胸部・乳,,リハビリテーション科ペインクリニック内科,リハ美皮,脳麻眼婦放,皮膚科リハビリテーション科,眼耳リハ麻形,,心整脳放麻眼耳皮リハ形産精泌ア,歯。小歯,,小矯歯,,小外整形脳皮泌婦眼耳放麻リハ歯,内．心内．精,内小放,,,,,,
